Product Name;Variations;Rating;Username;Date;Review
None;Variasi: PURPLE,128GB;5;an._.na;2024-09-18;None
None;Variasi: BLUE,64GB;5;a*****z;2024-09-18;None
None;Variasi: BLUE,128 GB;5;ipangamrul;2024-09-23;None
None;Variasi: PURPLE,128GB SIM STIKER;5;yoganewbee;2024-09-18;None
None;Variasi: BLUE,128GB;5;kharlesyuniarto;2024-09-17;None
None;Variasi: GREEN,128GB;5;6xidcdf13o;2024-09-17;None
None;Variasi: WHITE,128GB;5;prezty1106;2024-09-17;None
None;Variasi: GREEN,128GB;4;kasih145;2024-09-17;None
None;Variasi: BLACK,64GB;5;alazizf21;2024-09-16;None
None;Variasi: GREEN,128GB SIM STIKER;5;arsastore27;2024-09-16;None
None;Variasi: BLACK,64GB;4;lolikatthoriqmuhammad;2024-09-16;None
None;Variasi: GOLD,64GB;5;harum94;2024-09-16;None
Permukaan: Mulus BangetPerforma: Bagus BangetPackaging: Aman Rapih;Variasi: BLUE,128GB SIM STIKER;5;e*****a;2024-09-16;None
Kondisi Barang: mulussWarna: putihKinerja: tanpa kendelaBarang bagus datang cepat;Variasi: WHITE,128GB;5;fahmisurya17;2024-09-16;None
None;Variasi: PURPLE,64GB;5;g*****f;2024-09-16;None
None;Variasi: GRAY,64GB;5;ayuvira;2024-09-15;None
Kondisi Barang: datang dalam keadaan mulusWarna: warna produk sesuai ekspetasiKinerja: belum terlihat Krn masih baruBarang nya bagus pengiriman nya cepat sekali respon penjual ramah recommended lah toko nya amanah;Variasi: BLACK,128GB;5;apriliamona17;2024-09-15;None
None;Variasi: GREEN,64 GB;5;henydudul;2024-09-15;None
Entah apa alasanya sih admin mematikan fitur chat, padahal saya cuma nanya nanya doang, terkait hp yang saya order disini, dan saya beberapa kali juga menanykan toko jualannya di tiktok, dengan nama yang sama @Phonestore88, tetapi dia menolak keras, katanya hanya jualan diShopee, padahal waktu itu saya mau CO di toko sebelah tetapi tanpa sebab saya di blokir oleh admin Phonestore, dan dari sini kita melihat, hanga sekedar menanyakan doang admin kabur tidak bertanggung jawab, apa lagi kalau unit bermasalah pasti tidak akan di respon.;Variasi: GREEN,64GB;3;andiawall12;2024-09-15;None
Kondisi Barang: barang minus kamera belakang blankKinerja: tidak sesuai deskripsi;Variasi: BLUE,128GB;1;f*****4;2024-09-15;None
None;Variasi: WHITE,64GB;5;sunartisunarti287;2024-09-14;None
None;Variasi: GREEN,64GB;5;holyshake;2024-09-14;None
Kondisi Barang: amanWarna: greyPerforma: sementara aman;Variasi: GRAY,64GB;5;d*****s;2024-09-14;None
None;Variasi: GREEN,64GB;4;fathirpambudi;2024-09-14;None
None;Variasi: WHITE,128GB;5;anitacarolin95;2024-09-14;None
None;Variasi: WHITE,128GB SIM STIKER;5;supriy26afc;2024-09-13;None
Kondisi Barang: bagus 100℅oriiWarna: sesuai pesananPermukaan: bekas muluss seperti barupembelian pertama barang mulusss seperti baru iphone 11 sim stiker pengemasan bagus aman sampai rumah 3autos hijau semua dapat batre 100 awat dipakai seharian lebih siap dipakaii tekzz;Variasi: PURPLE,64GB SIM STIKER;5;zaenalefendy771;2024-09-13;None
None;Variasi: GRAY,64GB;5;rangga_sandy08;2024-09-13;None
"Kondisi Barang: mulusWarna: hitamFungsi: normalalhamdulillah barang datang dengan mulus
Kurir ramah
Packing rapi dan barang aman
Unit lancar
Lcd untuk saat ini aman
Speaker jernih
Kamera mulus
Admin toko fast respon
bh 100%";Variasi: BLACK,128GB;4;tiarafk2;2024-09-13;None
None;Variasi: BLACK,128GB;5;ghulamfat;2024-09-13;None
None;Variasi: 20W;5;ghulamfat;2024-09-13;None
None;Variasi: BLACK,128GB;5;anggistriyana06;2024-09-13;None
Kondisi Barang: dapat bh di 80 klo dicek 3utools;Variasi: GREEN,128GB;3;ayuliza19;2024-09-12;None
None;Variasi: PURPLE,64GB;5;s*****u;2024-09-12;None
Mendarat dengan selamat, terima kasih;Variasi: PURPLE,128GB;5;adriansyah_mangidi88;2024-09-12;None
Mantap;Variasi: PURPLE,64GB;5;ftthwcksonoo;2024-09-12;None
masa tempat simnya bolong ini gimana nih;Variasi: BLUE,128GB;4;aticcaoficial;2024-09-12;None
Kondisi Barang: sepadanWarna: oriPermukaan: bagus;Variasi: XR BLACK,128GB;5;noerrezza;2024-09-12;None
None;Variasi: PINK,128 GB;5;rnatourntravel;2024-09-12;None
Kondisi Barang: mulus bngtttWarna: bagusssKinerja: berfungsi semuaHoki dpt yg bh 100% trs bodi mulusss;Variasi: BLUE,128GB;5;i*****f;2024-09-12;None
Kondisi Barang: MulusWarna: SesuaiPerforma: BaikMinus kamera getar;Variasi: GRAY,64GB;4;arikrusok;2024-09-11;None
Icloud gak bisa bikin baru karna terlalu sering;Variasi: BLACK,64GB;4;mripqx9znl;2024-09-11;None
None;Variasi: GRAY,64GB;5;angelina_edma;2024-09-11;None
None;Variasi: SILVER,256GB;5;muhamadtaufiknugraha;2024-09-11;None
Super;Variasi: WHITE,128GB;5;zefry_store;2024-09-11;None
None;Variasi: GOLD,64GB;5;ismahlizain;2024-09-11;None
Kondisi Barang: muslusWarna: putihKinerja: niceeeeBrang mendarat dengan selamat, produk bagus dan keren, packing best sekali dilapusi double bubble warp, bh aman 100%, penjual dan admin ramah, nice recommended dehh pokoknya;Variasi: WHITE,128GB;5;miif_tahh;2024-10-07;None
None;Variasi: WHITE,128GB;4;asruladim;2024-09-10;None
None;Variasi: BLACK,128GB;5;safrinaazifah;2024-09-10;None
Kondisi Barang: memuaskanWarna: PutihPermukaan: Mulus ga ada lecet sama sekaliMulus No lecet No minus Dapet Bh100% Seller amanah banget thanks ga nyesel beli disini de besttttt;Variasi: WHITE,128GB;5;taufikbndl;2024-09-10;None
None;Variasi: BLUE,64GB;5;f*****3;2024-09-10;None
Barang bagus, baterai Health 100%, plus bonus handsfree, mantappp;Variasi: GRAY,256 GB;5;i_83ksa5u1;2024-09-10;None
Kondisi Barang: barang bagusWarna: warna juga okeKinerja: baikAlhamdulillah sampai dengan salamat dan barang bagus bekerja dengan baik mudah mudahan awet🤟;Variasi: BLUE,64GB;4;hadisusilo.05;2024-09-10;None
None;Variasi: GRAY,256 GB;5;minnnamin;2024-09-09;None
Kondisi Barang: terbaikPermukaan: sangat mulussss😍😍😍Kinerja: baik bangettttterbaokkkkkk;Variasi: SILVER,512GB;5;falahhijab;2024-09-09;None
None;Variasi: WHITE,128GB;5;akusarafb;2024-09-09;None
None;Variasi: BLACK,64GB;5;s*****3;2024-09-09;None
None;Variasi: GREEN,128GB;5;egatamara_damanik14;2024-09-09;None
None;Variasi: GRAY,256GB;5;ojierahaji;2024-09-09;None
None;Variasi: GREEN,256 GB;5;akmal60;2024-09-09;None
Kondisi Barang: semoga awetWarna: putihKinerja: all okee;Variasi: WHITE,64GB;5;masharto01;2024-09-09;None
Kondisi Barang: setelahh d cek alhamdulillah mulus semuaWarna: baguss dan no dentKinerja: semoga saja sinyall nyaa amann;Variasi: BLACK,128GB;5;firmanmaulanaxa;2024-09-09;None
None;Variasi: PURPLE,128GB;5;ddadun;2024-09-09;None
None;Variasi: GREEN,256 GB;5;paki12344;2024-09-08;None
None;Variasi: GREEN,256GB;5;12karmiati21;2024-09-08;None
Kondisi Barang: datang dalam keadaan mulusWarna: sesuai gambarKinerja: beroperasi tanpa kendala;Variasi: GREEN,64GB;5;rhismahendarmi;2024-09-08;None
None;Variasi: WHITE,64GB;5;refritiwi;2024-09-08;None
IPHONE ex Inter  ternyata 3,4 bulan IMEI akan terblokir dan tdk bisa mengunakan kartu seluler apapun, sekedar info bagi yg tdk paham paham Iphone Inter seperti saya,  sebaiknya beli di Importir Resmi IboX, tks;Variasi: SILVER,256GB;5;agromas;2024-09-08;None
None;Variasi: BLUE,64GB;5;nitamardiana911;2024-09-08;None
Muluss barang baguss,Vidio unboxing terlalu cepet jadi uplod vidionya setelah di unboking,tapi worth it kok,semoga gada pernasalahn hp dikemudian hari,dan semoga selalu membantu apapun problemnya;Variasi: GOLD,64GB;5;nawalaufarafiki625;2024-09-08;None
None;Variasi: BLACK,64GB;5;wahibdogel;2024-09-08;None
None;Variasi: BLACK,64GB;5;ftthwcksonoo;2024-09-07;None
Permukaan: mulusPerforma: bagusPackaging: amansemua aman, admin ramah;Variasi: WHITE,128GB SIM STIKER;5;b*****0;2024-09-07;None
None;Variasi: BLACK,128GB;5;wakrahmad;2024-09-07;None
Kondisi Barang: MulusWarna: hitamPermukaan: BagusKendala hanya di baterai seperti suntikkan,Dari HB 100% turun drastis ke 78% padahal udh di hindari pemakaian panas dan sambil charger, yg lain normal;Variasi: BLACK,128GB;3;ghodell.virgiawanlistanto;2024-09-07;None
Kondisi Barang: MulusWarna: putihKinerja: berfungsi semuAmannnn,, pastii langganann;Variasi: WHITE,128GB;5;ditafitriasalsabilla;2024-09-07;None
None;Variasi: PINK,128 GB;5;asepabutohiralfatoni24_;2024-09-07;None
None;Variasi: WHITE,64GB;5;sahidi1212;2024-09-07;None
Semoga awet yaa 🙏🏻🙏🏻😍😍;Variasi: GREEN,256 GB;5;ditaaradea2706;2024-09-07;None
Kondisi Barang: mulusWarna: sesuaiKinerja: berfungsi;Variasi: PURPLE,64GB;5;a*****t;2024-09-06;None
None;Variasi: WHITE,128GB;4;najmalcell;2024-09-06;None
Kondisi Barang: GoodWarna: BlackKinerja: Good;Variasi: BLACK,64GB;5;ardyputra448;2024-09-06;None
Kondisi Barang: okeWarna: unguPermukaan: okeOke lah mayan;Variasi: PURPLE,64GB;5;p*****3;2024-09-06;None
"Kondisi Barang: nyaris 100% mulusWarna: menyala sesuai pesananPermukaan: mulus beningHampir tdk Ketemu minus nya dimana saking bagus nya iphone Dari toko ini walaupun ""second"". Mantap.
Seller juga sangat ramah dan fast respon";Variasi: PURPLE,128GB;5;ghulamfat;2024-09-06;None
None;Variasi: BLUE,128GB;5;wild.coo;2024-09-06;None
None;Variasi: GREEN,64 GB;5;kini1234;2024-09-06;None
None;Variasi: 20W;5;desiadip7;2024-09-06;None
None;Variasi: 20W;5;desiadip7;2024-09-06;None
None;Variasi: BLUE,64GB;4;bpk.suyitno;2024-09-05;None
None;Variasi: BLACK,128GB;5;doni110591;2024-09-05;None
Kondisi Barang: mulusWarna: warna sesuaiwarna sesuai pesanan no minus tapi layarnya kemerahan, next order semoga admin kasih kayar yang high quality;Variasi: BLACK,64GB;5;r*****1;2024-09-05;None
Kondisi Barang: bagusWarna: hitamPermukaan: mulusMoga awet brang bagus untuk x ini blom ada kendala moga aman;Variasi: BLACK,64GB;5;wahibdogel;2024-09-05;None
None;Variasi: GRAY,64 GB;5;nurmayunita555;2024-09-05;None
Kondisi Barang: mulus bataman sentosa maaci mimin next order lagi yaww;Variasi: GREEN,64GB;5;r*****9;2024-09-05;None
Kondisi Barang: minus dapat lcd KW di deskripsi ori,batrau healt suntikan imei belum ada sebulan sudah ke blokir tidak rekomendasiWarna: hutamKinerja: imei keblokir;Variasi: BLACK,256GB;1;catur05.;2024-09-05;None
None;Variasi: PURPLE,64GB;4;akuuu_amel;2024-09-05;None
None;Variasi: BLUE,128 GB;5;f*****3;2024-09-05;None
Bh 100%, LCD pun ini udh di gaanti, dapat yg minuss lcd bgt ga smoot wrna ny juga kontras banget ga kaya ip lcd ori, utk penggunaan normal di type ini yg saya terimaa termaasuk unit yg gampang panas, imei tidak terdaftaar, di chat aadmin ngaku2 nya ori gilirann di mntak tlong cek imei sendirii jwb slowrespons, kode ny juga bukan kode indo, smmga laah jaringan awetnya, makkasii min;Variasi: GOLD,64GB;3;lusi.andriyani;2024-09-05;None
Kondisi Barang: bagusWarna: sesuaiKinerja: okProduk keterima dengan baik, mulus, BH tunggi, mudah2an kedepannya tidak ada kendala. Terima kasih seller 🙏;Variasi: GREEN,64GB;5;s*****t;2024-09-05;None
None;Variasi: GOLD,64GB;5;anisalistiawati88;2024-09-05;None
Kondisi Barang: datang dalam keadaan mulusWarna: sesuai dengan gambarPermukaan: mulus;Variasi: WHITE,64GB SIM STIKER;5;dislanugraha154;2024-09-04;None
None;Variasi: WHITE,128GB;5;shstore_01;2024-09-04;None
"Kondisi Barang: bagusWarna: putih 128Permukaan: mulusTapi ga tau, soalnya belum di hidupin,.
Semoga aman aman saja.";Variasi: WHITE,128GB SIM STIKER;5;triyahastuti626;2024-09-04;None
Permukaan: mulusPerforma: berfungsiPackaging: aman, bubble wrap nya tebalMasih bagus hp nya, warna pink. Datangnya cepet jugaa mntapp;Variasi: PINK,128 GB;5;h*****1;2024-09-04;None
